Species,Species_full,ID,Sex,Date,Set,Attempt,Playback,Number,Time,Response,Notes,Reviewed,Exclude,call_duration,peak_freq,min_freq,max_freq,bandw,entropy,peaks,pulses_call,calls_callgroup,sum_pulse_duration_callgroup,duration_callgroup,call_rate_used,duty_cycle,file_time_with_sound
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_1,M,1/8/19,3,1,S. sila,9,22:08,0,,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_1,M,1/8/19,3,1,D. diastema,11,22:22,0,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_1,M,1/8/19,3,1,Acla sp.,15,22:44,0,,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_1,M,1/8/19,3,1,Mouse rustles,17,22:53,0,,,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_1,M,1/8/19,3,1,White noise,18,22:57,0,,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_1,M,1/8/19,3,1,Z. smaragdina,21,23:10,0,,,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_2,F,1/8/19,3,1,Q. gigas,3,"0""25",2,,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_2,F,1/8/19,3,1,D. ebraccatus,4,0:28,0,,,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_2,F,1/8/19,3,1,P. pustulosus,6,0:35,0,,,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_2,F,1/8/19,3,1,Aclodes sp.,10,0:48,0,,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_2,F,1/8/19,3,1,Mouse rustles,11,0:51,0,,,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_2,F,1/8/19,3,1,D. gigliotosi,12,0:55,0,,,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_2,F,1/8/19,3,1,H. fleishmanni,15,1:05,0,,,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_2,F,1/8/19,3,1,Anaxipha sp. ,16,1:09,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_2,F,1/8/19,3,1,Beetle flight,17,1:12,0,,,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Lonc_auri,Lonchorina aurita,Lonc_auri_01.08.18_2,F,1/8/19,3,1,C. wheeleri,20,1:22,0,,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Loph_bras,Lophostoma brasiliense,Loph_bras_1,M,9/3/18,2,1,S. sila,4,7:21,0,,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Loph_bras,Lophostoma brasiliense,Loph_bras_1,M,9/3/18,2,1,H. fleishmanni,7,7:35,0,,,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Loph_bras,Lophostoma brasiliense,Loph_bras_1,M,9/3/18,2,1,Anaxipha sp. ,8,7:39,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Loph_bras,Lophostoma brasiliense,Loph_bras_1,M,9/3/18,2,1,D. ebraccatus,15,8:06,0,,,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Loph_bras,Lophostoma brasiliense,Loph_bras_1,M,9/3/18,2,1,White noise,16,8:09,0,,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Loph_bras,Lophostoma brasiliense,Loph_bras_1,M,9/3/18,2,1,H. frenatus,18,8:15,0,,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Loph_bras,Lophostoma brasiliense,Loph_bras_1,M,9/3/18,2,1,P. pustulosus,19,8:21,0,,,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Loph_bras,Lophostoma brasiliense,Loph_bras_1,M,9/3/18,2,1,D. diastema,20,8:24,1,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Loph_bras,Lophostoma brasiliense,Loph_bras_1,M,9/3/18,2,1,Frog hopping,21,8:28,0,,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Loph_bras,Lophostoma brasiliense,Loph_bras_2,F,9/3/18,4,1,Acla sp.,2,21:48,0,,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Loph_bras,Lophostoma brasiliense,Loph_bras_2,F,9/3/18,4,1,D. ebraccatus,3,21:50,1,,,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Loph_bras,Lophostoma brasiliense,Loph_bras_2,F,9/3/18,4,1,Q. gigas,4,21:53,2,,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Loph_bras,Lophostoma brasiliense,Loph_bras_2,F,9/3/18,4,1,D. diastema,5,21:58,0,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Loph_bras,Lophostoma brasiliense,Loph_bras_2,F,9/3/18,4,1,V. zederstedi,6,22:00,2,,,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Loph_bras,Lophostoma brasiliense,Loph_bras_2,F,9/3/18,4,1,Beetle flight,7,22:03,2,,,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Loph_bras,Lophostoma brasiliense,Loph_bras_2,F,9/3/18,4,1,H. frenatus,8,22:06,1,,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Loph_bras,Lophostoma brasiliense,Loph_bras_2,F,9/3/18,4,1,White noise,12,22:36,1,,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Loph_bras,Lophostoma brasiliense,Loph_bras_2,F,9/3/18,4,1,H. fleishmanni,13,22:40,0,,,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Loph_bras,Lophostoma brasiliense,Loph_bras_2,F,9/3/18,4,1,C. wheeleri,14,22:42,2,,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Loph_bras,Lophostoma brasiliense,Loph_bras_2,F,9/3/18,4,1,D. gigliotosi ,15,22:44,1,,,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Loph_bras,Lophostoma brasiliense,Loph_bras_2,F,9/3/18,4,1,Frog hopping,16,22:47,0,,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Loph_bras,Lophostoma brasiliense,Loph_bras_2,F,9/3/18,4,1,Aclodes sp.,17,22:49,1,,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Loph_silv,Lophostoma silvicolum,Loph_silv_1 (Candy),F,9/13/18,4,2,D. diastema,4,22:37,0,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Loph_silv,Lophostoma silvicolum,Loph_silv_1 (Candy),F,9/13/18,4,2,White noise,7,22:46,0,,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Loph_silv,Lophostoma silvicolum,Loph_silv_1 (Candy),F,9/13/18,4,2,V. zederstedi,9,22:51,2,,,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Loph_silv,Lophostoma silvicolum,Loph_silv_1 (Candy),F,9/13/18,4,2,D. ebraccatus,10,22:55,0,,,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Loph_silv,Lophostoma silvicolum,Loph_silv_1 (Candy),F,9/13/18,4,2,S. sila,11,22:57,0,,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Loph_silv,Lophostoma silvicolum,Loph_silv_1 (Candy),F,9/13/18,4,2,Anaxipha sp. ,12,23:00,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Loph_silv,Lophostoma silvicolum,Loph_silv_1 (Candy),F,9/13/18,4,2,Q. gigas,13,23:03,2,,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Loph_silv,Lophostoma silvicolum,Loph_silv_1 (Candy),F,9/13/18,4,2,A. spatulata,14,23:05,2,,,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Loph_silv,Lophostoma silvicolum,Loph_silv_1 (Candy),F,9/13/18,4,2,Z. smaragdina,21,23:32,1,,,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Loph_silv,Lophostoma silvicolum,Loph_silv_2 (Willie),M,9/12/18,2,1,S. sila,2,22:13,0,,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Loph_silv,Lophostoma silvicolum,Loph_silv_2 (Willie),M,9/12/18,2,1,Acla sp.,4,22:19,0,,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Loph_silv,Lophostoma silvicolum,Loph_silv_2 (Willie),M,9/12/18,2,1,Beetle flight,8,22:33,2,,,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Loph_silv,Lophostoma silvicolum,Loph_silv_2 (Willie),M,9/12/18,2,1,C. wheeleri,9,22:36,2,,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Loph_silv,Lophostoma silvicolum,Loph_silv_2 (Willie),M,9/12/18,2,1,Aclodes sp.,10,22:40,1,,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Loph_silv,Lophostoma silvicolum,Loph_silv_2 (Willie),M,9/12/18,2,1,Anaxipha sp. ,13,22:49,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Loph_silv,Lophostoma silvicolum,Loph_silv_2 (Willie),M,9/12/18,2,1,White noise,14,22:51,1,,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Loph_silv,Lophostoma silvicolum,Loph_silv_2 (Willie),M,9/12/18,2,1,Frog hopping,15,22:55,2,,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Loph_silv,Lophostoma silvicolum,Loph_silv_2 (Willie),M,9/12/18,2,1,A. spatulata,17,23:00,2,,,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Loph_silv,Lophostoma silvicolum,Loph_silv_2 (Willie),M,9/12/18,2,1,Z. smaragdina,21,23:15,1,,,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,White noise,1,19:50,1,,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,D. diastema,3,19:56,1,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,H. fleishmanni,6,20:05,0,,,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,Frog hopping,7,20:08,0,,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,S. sila,11,20:22,0,,,,0.2242,1400,900,6550,5550,0.19175,1,17.25,1.5,0.104693,0.2242,5.0525,0.044374072,5.8
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,Anaxipha sp. ,13,20:31,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,P. pustulosus,16,20:41,0,,,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,Acla sp.,18,20:47,0,,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,D. ebraccatus,19,20:51,0,,,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,Q. gigas,20,20:54,2,,,,15.735,1900,700,3900,3100,0.1795,1,66.5,1,15.735,15.735,15.967625,0.985431459,58.15
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,Z. smaragdina,21,21:01,0,,,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Loph_silv,Lophostoma silvicolum,Loph_silv_3 (Nathaniel),M,9/13/18,3,1,H. frenatus,18-redo,20:58,1,,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Loph_silv,Lophostoma silvicolum,Loph_silv_4,M,10/2/18,4,2,Z. smaragdina,5,19:10,0,,,,42.03333333,18033.33333,3533.333333,23366.66667,19833.33333,0.255666667,2,1642.333333,1,22.32,22.32,22.44102778,0.994606852,101.1
Loph_silv,Lophostoma silvicolum,Loph_silv_4,M,10/2/18,4,2,P. pustulosus,6,19:14,0,,,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Loph_silv,Lophostoma silvicolum,Loph_silv_4,M,10/2/18,4,2,Mouse rustles,7,19:17,1,,,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Loph_silv,Lophostoma silvicolum,Loph_silv_4,M,10/2/18,4,2,Acla sp.,8,19:21,0,,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Loph_silv,Lophostoma silvicolum,Loph_silv_4,M,10/2/18,4,2,White noise,9,19:25,0,,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Loph_silv,Lophostoma silvicolum,Loph_silv_4,M,10/2/18,4,2,A. spatulata,11,19:32,2,,,,0.0258,22275,20125,26825,6675,0.2295,1.25,1,2,0.0516,0.04125,2.000004,0.020624959,3.05
Loph_silv,Lophostoma silvicolum,Loph_silv_4,M,10/2/18,4,2,Anaxipha sp. ,13,19:39,1,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Loph_silv,Lophostoma silvicolum,Loph_silv_4,M,10/2/18,4,2,Beetle flight,14,19:42,2,,,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Loph_silv,Lophostoma silvicolum,Loph_silv_4,M,10/2/18,4,2,Aclodes sp.,16,19:51,0,,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Loph_silv,Lophostoma silvicolum,Loph_silv_4,M,10/2/18,4,2,T. rapicauda,17R,20:16,1,,,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Loph_silv,Lophostoma silvicolum,Loph_silv_5 / Midnight Cowboy,M?,10/8/18,3,1,White noise,3,19:50,1,,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Loph_silv,Lophostoma silvicolum,Loph_silv_5 / Midnight Cowboy,M?,10/8/18,3,1,Beetle flight,4,19:54,2,,,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Loph_silv,Lophostoma silvicolum,Loph_silv_5 / Midnight Cowboy,M?,10/8/18,3,1,Acla sp.,8,20:07,0,,,,0.441625,2982.5,1470,6687.5,5142.5,0.18425,0.75,12,2.75,0.441625,3.29125,18.33,0.179555374,16.45
Loph_silv,Lophostoma silvicolum,Loph_silv_5 / Midnight Cowboy,M?,10/8/18,3,1,Anaxipha sp. ,9,20:10,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Loph_silv,Lophostoma silvicolum,Loph_silv_5 / Midnight Cowboy,M?,10/8/18,3,1,H. frenatus,14,20:28,1,,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
Loph_silv,Lophostoma silvicolum,Loph_silv_5 / Midnight Cowboy,M?,10/8/18,3,1,Mouse rustles,15,20:33,3,,,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Loph_silv,Lophostoma silvicolum,Loph_silv_5 / Midnight Cowboy,M?,10/8/18,3,1,D. ebraccatus,20,20:48,1,,,,0.383775,3105,2450,3570,1112.5,0.20475,1.75,20,1,0.383775,0.383775,1.12125,0.342274247,26.4
Loph_silv,Lophostoma silvicolum,Loph_silv_5 / Midnight Cowboy,M?,10/8/18,3,1,D. diastema,21,20:53,0,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Loph_silv,Lophostoma silvicolum,Loph_silv_6 / Sissy Hankshaw,F,10/8/18,1,1,H. fleishmanni,2,22:29,0,,,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Loph_silv,Lophostoma silvicolum,Loph_silv_6 / Sissy Hankshaw,F,10/8/18,1,1,T. subfalcata,3,22:33,0,,,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Loph_silv,Lophostoma silvicolum,Loph_silv_6 / Sissy Hankshaw,F,10/8/18,1,1,Aclodes sp.,5,22:43,0,,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Loph_silv,Lophostoma silvicolum,Loph_silv_6 / Sissy Hankshaw,F,10/8/18,1,1,Anaxipha sp. ,6,22:46,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Loph_silv,Lophostoma silvicolum,Loph_silv_6 / Sissy Hankshaw,F,10/8/18,1,1,C. wheeleri,8,22:52,0,,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Loph_silv,Lophostoma silvicolum,Loph_silv_6 / Sissy Hankshaw,F,10/8/18,1,1,V. zederstedi,10,22:57,0,,,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Loph_silv,Lophostoma silvicolum,Loph_silv_6 / Sissy Hankshaw,F,10/8/18,1,1,White noise,11,23:00,1,,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Loph_silv,Lophostoma silvicolum,Loph_silv_6 / Sissy Hankshaw,F,10/8/18,1,1,T. rapicauda,13,23:06,2,,,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Loph_silv,Lophostoma silvicolum,Loph_silv_6 / Sissy Hankshaw,F,10/8/18,1,1,Beetle flight,14,23:09,2,,,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Loph_silv,Lophostoma silvicolum,Loph_silv_6 / Sissy Hankshaw,F,10/8/18,1,1,Mouse rustles,16,23:15,1,,,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Loph_silv,Lophostoma silvicolum,Loph_silv_6 / Sissy Hankshaw,F,10/8/18,1,1,D. diastema,19,23:26,0,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Loph_silv,Lophostoma silvicolum,Loph_silv_9ish (8),M,1/9/19,1,1,Mouse rustles,11,22:37,1,,,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Loph_silv,Lophostoma silvicolum,Loph_silv_9ish (8),M,1/9/19,1,1,D. gigliotosi,12,22:41,0,,,,0.02475,24750,24150,26175,2025,0.119,1,1,2,0.0435,0.2083,11.025,0.018893424,1.125
Loph_silv,Lophostoma silvicolum,Loph_silv_9ish (8),M,1/9/19,1,1,C. wheeleri,13,22:45,0,,,,0.37575,22025,20900,24500,3500,0.1455,1,15.25,1,0.381525,0.37575,28.844526,0.013026735,2.275
Loph_silv,Lophostoma silvicolum,Loph_silv_9ish (8),M,1/9/19,1,1,H. fleishmanni,14,22:48,0,,,,0.1005,5097.5,3787.5,5292.5,1502.5,0.1045,1.25,1,1,0.1005,0.1005,5.20975,0.019290753,3.075
Loph_silv,Lophostoma silvicolum,Loph_silv_9ish (8),M,1/9/19,1,1,Aclodes sp.,18,23:04,0,,,,0.09415,4800,1900,9700,7800,0.215,1,3,1,0.052178,0.2296,1.08375,0.211856978,9.6
Loph_silv,Lophostoma silvicolum,Loph_silv_9ish (8),M,1/9/19,1,1,P. pustulosus,19,23:08,0,,,,0.3785,857.5,812.5,2935,2120,0.14775,1,2,1,0.38375,0.3785,1.946666667,0.194434932,20.475
Loph_silv,Lophostoma silvicolum,Loph_silv_9ish (8),M,1/9/19,1,1,D. diastema,20,23:12,0,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Trac_cirr,Trachops cirrhosus,Lucy 2018-20,F,11/13/18,2,1,White noise,3,18:59,1,,,,0.2645,NA,100,10000,10000,0.228,1,1,1,0.014906667,0.241533333,0.78636,0.307153636,7.425
Trac_cirr,Trachops cirrhosus,Lucy 2018-20,F,11/13/18,2,1,T. subfalcata,4,19:03,0,,,,0.05525,19375,18875,20825,1900,0.1125,1,2,1,0.053975,0.05525,0.386946,0.142784781,16.25
Trac_cirr,Trachops cirrhosus,Lucy 2018-20,F,11/13/18,2,1,Anaxipha sp. ,14,19:46,0,,,,0.116633333,7493.333333,6446.666667,9220,2770,0.147,1,8,4,0.171593333,2.899333333,12.71416667,0.228039588,6.85
Trac_cirr,Trachops cirrhosus,Lucy 2018-20,F,11/13/18,2,1,Frog hopping,15,19:49,0,,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Arti_jama,Artibeus jamaicensis,Margarito,M,10/26/18,3,1,Frog hopping,2,20:37,0,,,,0.38975,3000,400,14475,13975,0.22225,2,NA,NA,NA,NA,NA,NA,5.075
Arti_jama,Artibeus jamaicensis,Margarito,M,10/26/18,3,1,Beetle flight,3,20:40,1,,,,0.490975,22525,525,58775,58200,0.49125,7.75,NA,NA,NA,NA,NA,NA,43.65
Arti_jama,Artibeus jamaicensis,Margarito,M,10/26/18,3,1,Mouse rustles,5,20:47,0,,,,0.50075,6300,1275,39125,37800,0.397,4,NA,NA,NA,NA,NA,NA,1.7
Arti_jama,Artibeus jamaicensis,Margarito,M,10/26/18,3,1,D. diastema,9,21:01,0,,,,0.126375,3482.5,3277.5,3677.5,395,0.1115,1,1,1,0.134225,0.126375,1.27825,0.098865637,11
Arti_jama,Artibeus jamaicensis,Margarito,M,10/26/18,3,1,T. rapicauda,10,21:07,0,,,,2.498,4077.5,1315,23292.5,21977.5,0.34425,2,21.5,1,0.640543,2.498,54,0.046259259,2.825
Arti_jama,Artibeus jamaicensis,Margarito,M,10/26/18,3,1,V. zederstedi,11,21:10,0,,,,0.005666667,17700,16733.33333,22400,5666.666667,0.202333333,1,1.666666667,2,0.014906667,0.241533333,0.78636,0.307153636,7.425
Arti_jama,Artibeus jamaicensis,Margarito,M,10/26/18,3,1,H. frenatus,12,21:13,1,,,,2.13,3787.5,1890,11147.5,9255,0.39225,7.25,10.75,1,0.256082,2.13,54,0.039444444,0.425
